CID,na_in_C4,na_ex_Cl1,bd_in_2,LeafAC_C4_C4_1,C4_2_C4_2_1,C4_2_O2_2_1,C4_3_C4_3_2,FC_11_C4_0_H1_1_O2_1_H1_2_/_1_1_1_/_0_0_0_0,C4_2_N3_3_1,dg_in_1,FC_30_C4_0_O2_1_C4_1_H1_2_H1_2_H1_2_/_2_1_1_1_1_/_0_0_0_0_0_0,LeafAC_C4_O2_1,FC_28_C4_0_O2_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_2_1_1_1_1_1_/_0_0_0_0_0_0_0,na_ex_F1,na_in_S2,FC_78_C4_0_H1_1_H1_1_N3_1_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_63_C4_0_H1_1_H1_1_N3_1_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,LeafAC_O2_N3_1,FC_36_C4_0_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,ms,FC_77_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_69_C4_0_H1_1_N3_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,C4_2_N3_2_1,FC_74_C4_0_Cl1_1_Cl1_1_/_1_1_/_0_0_0,FC_29_C4_0_H1_1_H1_1_Cl1_1_/_1_1_1_/_0_0_0_0,FC_42_C4_0_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,FC_71_C4_0_H1_1_O2_1_/_1_2_/_0_0_0,FC_27_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,FC_79_N3_0_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_10_C4_0_O2_1_H1_2_/_1_1_/_0_0_0,FC_1_C4_0_H1_1_/_1_/_0_0,C4_3_C4_4_1,FC_39_C4_0_O2_1_N3_1_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_/_2_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,na_ex_Br1,FC_57_C4_0_H1_1_H1_1_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_85_C4_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_32_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,LeafAC_C4_N3_1,FC_81_C4_0_O2_1_H1_2_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,na_ex_S6,FC_50_N3_0_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_73_O2_0_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_2_1_1_1_1_/_0_0_0_0_0_0_0,FC_83_O2_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_15_S2_0_/_/_0,LeafAC_Cl1_C4_1,dg_1,bd_in_3,FC_35_C4_0_Br1_1_/_1_/_0_0,LeafAC_Br1_C4_1,FC_82_N3_0_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0
24743,0.636364,0.0,0.545455,0.166667,0.428571,0.0,0.0,0.0,0.0,0.5,0,0.0,0,0.0,0,0,0,0.0,0,0.198871,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.5,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0
2337,0.318182,0.0,0.272727,0.166667,0.142857,0.0,0.0,0.0,0.0,0.5,0,0.0,0,0.0,0,0,0,0.0,0,0.159698,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.222222,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0
8058,0.0909091,0.0,0.0,0.333333,0.142857,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0,0,0.0,0,0.00351642,0,0,0.0,0,0.0,0,0,1.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0
8003,0.0454545,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,1,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0
12180,0.0909091,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,1.0,0,0.333333,0,0.0,0,0,0,0.0,0,0.0959024,0,0,0.0,0,0.0,0,0,0.5,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0
12309,0.0454545,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0540988,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0
7854,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.101941,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0
589615,0.272727,0.0,0.454545,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.236559,0,0,1.0,0,0.0,0,0,0.0,0,0.0,0.166667,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0
6269,0.272727,0.0,0.272727,0.166667,0.142857,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.234481,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.222222,0.0,0,0,0,0,0,0.0,0,1,0,0,0,0,0.0,0,0,0,0,0
1548887,0.772727,0.0,0.727273,0.166667,0.142857,0.0,0.333333,0.0,0.0,0.5,0,0.0,0,0.333333,0,0,0,0.0,0,0.23047,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.444444,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0
6587,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.5,0,0.177419,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0
6278,0.0,0.3,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.674673,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.3,0,0,0,0,0
3776,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0415577,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0
3672,0.363636,0.0,0.272727,0.5,0.142857,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0,0,0.0,0,0.109077,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.222222,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0
6986,0.272727,0.0,0.0,0.5,0.142857,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0584233,0,0,0.0,0,0.0,1,0,0.0,0,0.0,0.0,0.0,0,0,0,0,1,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0
3718,0.681818,0.0,0.545455,0.166667,0.428571,0.0,0.0,0.0,0.142857,0.5,0,0.0,0,0.0,0,0,0,0.0,0,0.194025,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.444444,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0
54678486,0.772727,0.0,0.636364,0.166667,0.571429,0.0,0.166667,0.0,0.0,0.5,0,0.0,0,0.0,0,0,0,0.0,0,0.199018,0,0,0.0,0,0.0,0,0,0.0,0,0.5,0.555556,0.0,0,0,1,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0
7410,0.272727,0.0,0.272727,0.166667,0.285714,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.153444,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.277778,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0
5994,0.772727,0.0,0.0909091,0.5,0.571429,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0918009,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.222222,0.666667,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0
16724,0.272727,0.0,0.0909091,0.333333,0.142857,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0959024,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0555556,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0
241,0.272727,0.0,0.272727,0.0,0.428571,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.123075,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.333333,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0
8078,0.272727,0.0,0.0,0.0,0.857143,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0234428,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0
931,0.454545,0.0,0.454545,0.0,0.428571,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.156285,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.444444,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0
8079,0.272727,0.0,0.0909091,0.0,0.714286,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0483508,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.111111,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0
7095,0.545455,0.0,0.545455,0.0,0.571429,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.150247,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.555556,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0
