CID,n,cs,ch,bl_2,ms,dg_co_1,dg_co_2,dg_co_3,dg_co_4,dg_nc_1,dg_nc_2,dg_nc_3,dg_nc_4,bd_co_2,bd_co_3,bd_in_2,bd_in_3,bd_ex_2,bd_ex_3,ns_co_O2,ns_co_C2,ns_co_C3,ns_co_N2,ns_co_C4,ns_co_N3,ns_co_S2,ns_nc_C2,ns_nc_C1,ns_nc_O1,ns_nc_C3,ns_nc_N1,ns_nc_C4,ns_nc_O2,ns_nc_N2,ec_co_C2_C2_1,ec_co_C2_O2_1,ec_co_C2_C3_2,ec_co_C2_C3_1,ec_co_C2_C2_2,ec_co_C3_C3_1,ec_co_C3_C3_2,ec_co_C3_O2_1,ec_co_C2_N2_1,ec_co_C4_O2_1,ec_co_C3_C4_1,ec_co_C2_N3_1,ec_co_C2_N2_2,ec_co_C3_N2_1,ec_co_C3_N3_1,ec_co_C2_C4_1,ec_co_C2_S2_1,ec_co_O2_O2_1,ec_in_C3_C2_1,ec_in_C2_C2_1,ec_in_C3_C3_1,ec_in_O2_C2_1,ec_in_C3_O2_1,ec_in_C2_C3_1,ec_in_C3_C4_1,ec_ex_C3_C2_1,ec_ex_C2_C1_2,ec_ex_C3_C1_1,ec_ex_C3_O1_2,ec_ex_C2_C1_1,ec_ex_C2_C3_1,ec_ex_C3_O1_1,ec_ex_C4_C2_1,ec_ex_C2_O1_1,ec_ex_C2_N1_3,ec_ex_C4_C1_1,ec_ex_C3_C4_1,ec_ex_C2_C2_1,ec_ex_C2_O1_2,ec_ex_C3_C3_1,ec_ex_O2_C1_1,ec_ex_C3_O2_1,ec_ex_C3_C1_2,ec_ex_N3_C1_1,ec_ex_C3_N1_1,ec_ex_O2_C2_1,ec_ex_N2_C1_1,ec_ex_C3_N2_1,ec_ex_O2_O1_1,ec_ex_C4_O2_1,nsH
6544,10,6,1,0,124,0,3,2,1,4,0,0,0,1,0,0,0,1,0,0,3,2,0,1,0,0,0,3,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
7500,8,6,2,0,120,0,5,1,0,1,1,0,0,3,0,0,0,0,0,0,5,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
7407,9,6,2,0,120,0,5,1,0,2,0,1,0,3,0,0,0,1,0,0,5,1,0,0,0,0,0,2,0,1,0,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10
6854,13,13,0,0,121.538,0,9,4,0,0,0,0,0,6,0,0,0,0,0,0,8,4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
6492,10,10,0,0,120,0,6,4,0,0,0,0,0,2,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
7564,14,13,1,0,122.857,0,10,3,0,1,0,0,0,6,0,0,0,0,0,0,9,3,1,0,0,0,0,0,0,0,1,0,0,0,3,0,3,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12
6616,10,7,1,0,120,0,3,3,1,3,0,0,0,0,0,0,0,1,0,0,3,3,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16
5054,8,6,1,0,130,0,4,2,0,2,0,0,0,3,0,0,0,0,0,0,4,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2345,16,15,1,0,125,0,12,3,0,1,0,0,0,6,0,0,0,1,0,1,11,3,0,0,0,0,0,0,1,0,0,0,0,0,4,1,2,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
14896,10,7,1,0,120,0,3,3,1,3,0,0,0,0,0,0,0,1,0,0,3,3,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16
7923,7,5,1,0,137.143,0,3,2,0,2,0,0,0,1,0,0,0,2,0,1,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
31264,9,6,1,0,133.333,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
8079,6,6,0,0,120,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
6781,16,6,4,2,130,0,4,2,0,4,4,2,0,3,0,0,0,2,0,0,4,2,0,0,0,0,2,2,2,2,0,0,2,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14
31423,16,16,0,0,120,0,10,6,0,0,0,0,0,8,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
8030,5,5,0,0,160,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
7463,10,6,2,0,120,0,4,2,0,3,0,1,0,3,0,0,0,0,0,0,4,2,0,0,0,0,0,3,0,1,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14
440968,10,7,1,0,120,0,3,3,1,3,0,0,0,1,0,0,0,0,0,0,3,3,0,1,0,0,0,3,0,0,0,0,0,0,1,0,1,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
6654,10,7,1,0,120,0,3,3,1,3,0,0,0,1,0,0,0,0,0,0,3,3,0,1,0,0,0,3,0,0,0,0,0,0,1,0,1,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
7360,7,5,2,0,131.429,0,4,1,0,1,1,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1017,12,6,2,0,133.333,0,4,2,0,4,0,2,0,3,0,0,0,2,0,0,4,2,0,0,0,0,0,0,4,2,0,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6
89594,12,11,1,0,123.333,0,8,3,0,1,0,0,0,3,0,0,0,0,0,0,7,2,1,0,1,0,0,1,0,0,0,0,0,0,3,0,1,2,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14
1140,7,6,1,0,120,0,5,1,0,1,0,0,0,3,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
8078,6,6,0,0,120,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
7922,7,5,1,0,137.143,0,3,2,0,2,0,0,0,0,0,0,0,2,0,1,2,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
11487,13,13,0,0,121.538,0,11,2,0,0,0,0,0,6,0,0,0,0,0,0,10,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
7302,6,5,1,0,133.333,0,4,1,0,1,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
7044,10,10,0,0,120,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
7187,18,16,1,0,128.889,0,12,4,0,2,0,0,0,6,0,0,0,2,0,2,10,4,0,0,0,0,0,0,2,0,0,0,0,0,4,0,2,2,4,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1115,23,12,2,0,139.13,0,3,8,1,8,3,0,0,0,0,0,0,0,0,3,0,8,0,1,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,6,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
7962,7,6,1,0,120,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
335,8,6,1,0,125,0,4,2,0,2,0,0,0,3,0,0,0,0,0,0,4,2,0,0,0,0,0,1,1,0,0,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
7095,12,12,0,0,120,0,10,2,0,0,0,0,0,6,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
