CID,n,n_in,ms,dg_1,dg_2,dg_3,dg_4,dg_in_1,dg_in_2,dg_in_3,dg_in_4,dg_hyd_0,dg_hyd_1,dg_hyd_2,dg_hyd_3,bd_in_2,bd_in_3,na_in_C,na_in_N,na_in_O,na_in_S,na_ex_Br,na_ex_C,na_ex_Cl,na_ex_F,na_ex_I,na_ex_N,na_ex_O,na_ex_S,C2_C2_1,C2_C2_2,C2_C2_3,C2_C3_1,C2_C3_2,C2_C4_1,C2_N2_1,C2_N2_2,C2_N3_1,C2_O2_1,C2_S2_1,C3_C3_1,C3_C3_2,C3_C4_1,C3_N2_1,C3_N2_2,C3_N3_1,C3_O2_1,C3_S2_1,C4_C4_1,C4_N2_1,C4_O2_1,C4_S2_1,N2_N2_1,N2_N2_2,N2_N3_1,N2_O2_1,N3_N3_1,N3_O2_1,N3_S2_1,S2_S2_1,FC_1_434,FC_2_418,FC_3_315,FC_4_251,FC_5_192,FC_6_47,FC_7_39,FC_8_35,FC_9_34,FC_10_34,FC_11_34,FC_12_34,FC_13_31,FC_14_30,FC_15_28,FC_16_20,FC_17_19,FC_18_19,FC_19_18,FC_20_15,FC_21_14,FC_22_14,FC_23_13,FC_24_12,FC_25_12,FC_26_11,FC_27_11,FC_28_11,FC_29_9,FC_30_9,FC_31_9,FC_32_9,FC_33_9,FC_34_8,FC_35_7,FC_36_7,FC_37_7,FC_38_7,FC_39_7,FC_40_6,FC_41_6,FC_42_6,FC_43_6,FC_44_5,FC_45_5,FC_46_5,FC_47_4,FC_48_4,FC_49_4,FC_50_4,FC_51_4,FC_52_4,FC_53_4,FC_54_4,FC_55_4,FC_56_4,FC_57_4,FC_58_4,FC_59_4,FC_60_3,FC_61_3,FC_62_3,FC_63_3,FC_64_3,FC_65_3,FC_66_3,FC_67_3,FC_68_3,FC_69_3,FC_70_2,FC_71_2,FC_72_2,FC_73_2,FC_74_2,FC_75_2,FC_76_2,FC_77_2,FC_78_2,FC_79_2,FC_80_2,FC_81_2,FC_82_1,FC_83_1,FC_84_1,FC_85_1,FC_86_1,FC_87_1,FC_88_1,FC_89_1,FC_90_1,FC_91_1,FC_92_1,FC_93_1,FC_94_1,FC_95_1,FC_96_1,FC_97_1,FC_98_1,FC_99_1,FC_100_1,FC_101_1,FC_102_1,FC_103_1,FC_104_1,FC_105_1,FC_106_1,FC_107_1,FC_108_1,FC_109_1,FC_110_1,FC_111_1,FC_112_1,FC_113_1,FC_114_1,FC_115_1,FC_116_1,FC_117_1,FC_118_1,FC_119_1,FC_120_1,FC_121_1,FC_122_1,FC_123_1,FC_124_1,FC_125_1,FC_126_1,FC_127_1,FC_128_1,FC_129_1,FC_130_1,FC_131_1,FC_132_1,FC_133_1,FC_134_1,FC_135_1,FC_136_1,FC_137_1,FC_138_1,FC_139_1,FC_140_1,FC_141_1,FC_142_1,FC_143_1,FC_144_1,FC_145_1,FC_146_1,FC_147_1,FC_148_1,FC_149_1,FC_150_1,FC_151_1,FC_152_1,FC_153_1,FC_154_1,FC_155_1,FC_156_1,FC_157_1,FC_158_1
mols_051,0.0784314,0.0930233,0,0,0.181818,0,0,0.666667,0.0689655,0,0,0.0454545,0.04,0.208333,0.142857,0,0,0.111111,0,0,0,0,0.444444,0,0,0,0,0,0,0.142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mols_057,0.0980392,0.0465116,0,0,0.0909091,0,0,0.666667,0,0,0,0.0454545,0.04,0.0833333,0.714286,0,0,0.0555556,0,0,0,0,0.777778,0,0,0,0,0,0,0.047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mols_060,0.0392157,0.0232558,0.0245098,0,0.0454545,0,0,0,0,0,0,0.0909091,0,0.0833333,0.285714,0,0,0.0277778,0,0,0,0,0.444444,0,0,0,0,0.0909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mols_062,0.0784314,0.0697674,0.0367647,0,0.0909091,0.05,0,0.666667,0.0344828,0,0,0.136364,0,0.125,0.285714,0,0,0.0555556,0,0.142857,0,0,0.444444,0,0,0,0,0.0909091,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.0769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mols_069,0.156863,0.0697674,0.245098,0,0.0454545,0.05,0.1,0.666667,0.0344828,0,0,0.272727,0.04,0.125,0.285714,0,0,0.0555556,0.166667,0,0,0.25,0.555556,0,0,0,0.333333,0.181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166667,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mols_075,0.0980392,0.0930233,0.0326797,0,0.136364,0.05,0,0.666667,0.0689655,0,0,0.136364,0,0.166667,0.285714,0,0,0.0833333,0,0.142857,0,0,0.444444,0,0,0,0,0.0909091,0,0.047619,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mols_076,0.0980392,0.0697674,0.0326797,0,0.136364,0,0,0.666667,0.0344828,0,0,0.136364,0.04,0.0833333,0.428571,0,0,0.0555556,0,0.142857,0,0,0.555556,0,0,0,0,0.0909091,0,0.047619,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mols_094,0.0588235,0.0465116,0.0210084,0,0.0909091,0,0,0.666667,0,0,0,0.0454545,0.04,0.0833333,0.428571,0,0,0.0277778,0,0.142857,0,0,0.555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mols_1004,0.0196078,0.0232558,0.147059,0,0.0454545,0,0,0,0,0,0,0,0.04,0.125,0.142857,0,0,0.0277778,0,0,0,0,0.333333,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mols_1007,0.0392157,0.0232558,0.0245098,0,0,0.05,0,0,0,0,0,0.0909091,0,0.0833333,0.285714,0,0,0.0277778,0,0,0,0,0.444444,0,0,0,0,0.0909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
