CID,na_in_C4,na_ex_Cl1,LeafAC_C4_C4_1,LeafAC_O2_C4_1,C4_3_C4_4_1,ms,dg_in_2,na_ex_S2,FC_10_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,C4_2_O2_2_1,C4_2_N3_3_1,LeafAC_C4_C4_2,LeafAC_O2_C4_2,LeafAC_O2_N3_1,C4_2_C4_2_1,FC_2_C4_0_/_/_0,n_in,na_ex_C4,LeafAC_O2_P5_2,N3_2_N3_2_2,LeafAC_O2_S6_1,na_in_S2,LeafAC_F1_C4_1,na_ex_N3,FC_1_C4_0_H1_1_/_1_/_0_0,FC_16_C4_0_C4_1_O2_2_O2_2_H1_3_/_1_2_1_1_/_0_0_0_0_0,C4_2_N3_2_1,dg_in_4,FC_72_C4_0_H1_1_H1_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,FC_54_C4_0_H1_1_H1_1_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,dg_2,FC_3_C4_0_H1_1_H1_1_/_1_1_/_0_0_0,FC_62_C4_0_C4_1_N3_2_/_1_3_/_0_0_0,FC_55_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,N3_3_N3_3_1,FC_70_C4_0_H1_1_H1_1_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_56_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_N3_2_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_20_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_86_C4_0_H1_1_C4_1_H1_2_H1_2_/_1_2_1_1_/_0_0_0_0_0,FC_97_C4_0_O2_1_H1_2_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_66_O2_0_C4_1_O2_2_N3_2_H1_3_H1_3_/_1_2_1_1_1_/_0_0_0_0_0_0,FC_37_O2_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,N3_2_S6_4_1,FC_246_C4_0_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_1_1_1_/_0_1_0_0_0_0_0_0_0_0,na_ex_Br1,FC_36_P5_0_O2_1_C4_2_H1_3_H1_3_H1_3_O2_1_C4_2_H1_3_H1_3_H1_3_S2_1_/_1_1_1_1_1_1_1_1_1_1_2_/_0_0_0_0_0_0_0_0_0_0_0_0,FC_44_C4_0_H1_1_C4_1_O2_2_O2_2_H1_3_/_1_1_2_1_1_/_0_0_0_0_0_0,FC_101_C4_0_H1_1_H1_1_C4_1_O2_2_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_132_C4_0_H1_1_N3_1_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_22_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_75_C4_0_H1_1_H1_1_C4_1_H1_2_O2_2_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_8_C4_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,LeafAC_C4_O2_1,O2_2_O2_2_1,C4_3_C4_3_1,FC_23_C4_0_Br1_1_/_1_/_0_0,rank,FC_140_O2_0_N3_1_O2_2_O2_2_/_1_1_2_/_0_1_-1_0,FC_159_C4_0_O2_1_H1_2_C4_1_H1_2_H1_2_H1_2_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_15_S2_0_/_/_0,FC_95_N3_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,C4_3_N3_2_1,C4_2_C4_3_2,FC_108_C4_0_H1_1_O2_1_H1_2_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_17_C4_0_H1_1_O2_1_H1_2_/_1_1_1_/_0_0_0_0,FC_38_N3_0_H1_1_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_89_C4_0_H1_1_H1_1_C4_1_H1_2_O2_2_/_1_1_1_1_2_/_0_0_0_0_0_0,FC_6_N3_0_/_/_0,FC_121_N3_0_H1_1_C4_1_S2_2_N3_2_H1_3_H1_3_/_1_1_2_1_1_1_/_0_0_0_0_0_0_0,FC_242_C4_0_O2_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0
2336,0.740741,0.0,0.0,0.0,0.0,0.130234,0.521739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214286,0.8,0.666667,0.0,0,0,0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0,0.0,0.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.555556,0.0,0.714286,0,0,0.0,0,0.0,0.5,0,0.0,0.0,0,0.0,0,0
4781,0.62963,0.0,0.166667,0.0,0.0,0.105382,0.565217,0.0,0.333333,0.0,0.0,0.0,0.5,0.0,0.357143,0.2,0.633333,0.222222,0,0,0,0.0,0.0,0.0,0.733333,0.0,0.0,0.0,0,0.0,0.5,0.0769231,0.0,0.0,1,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.222222,0.0,0.428571,0,0,0.0,0,0.0,0.25,0,0.0,0.0,0,0.5,0,0
2826,0.555556,0.0,0.0,0.0,0.0,0.101324,0.478261,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.214286,0.1,0.566667,0.222222,0,0,0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0,0.0,0.375,0.230769,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.25,0,0.444444,0.0,0.428571,0,0,0.0,0,0.0,0.125,0,0.0,0.0,0,0.0,0,0
2995,0.62963,0.0,0.0,0.0,0.0,0.0764374,0.521739,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.5,0.4,0.6,0.111111,0,0,0,0.0,0.0,0.333333,0.533333,0.0,0.0,0.0,0,0.0,0.541667,0.307692,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.222222,0.0,0.428571,0,0,0.0,0,0.0,0.5,0,0.0,0.0,0,0.25,0,0
2160,0.666667,0.0,0.0,0.0,0.0,0.0751156,0.521739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.6,0.222222,0,0,0,0.0,0.0,0.333333,0.6,0.0,0.0,0.0,1,0.0,0.541667,0.230769,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.444444,0.0,0.428571,0,0,0.0,0,0.0,0.625,0,0.0,0.0,0,0.0,0,0
3696,0.62963,0.0,0.0,0.0,0.0,0.0725601,0.521739,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.5,0.4,0.6,0.222222,0,0,0,0.0,0.0,0.333333,0.533333,0.0,0.0,0.0,1,0.0,0.541667,0.307692,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.222222,0.0,0.428571,0,0,0.0,0,0.0,0.5,0,0.0,0.0,0,0.25,0,0
2726,0.555556,0.1,0.0,0.0,0.0,0.1332,0.478261,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.285714,0.4,0.566667,0.222222,0,0,0,0.333333,0.0,0.333333,0.466667,0.0,0.0,0.0,1,0.0,0.458333,0.153846,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.111111,0.0,0.428571,0,0,0.333333,0,0.0,0.375,0,0.0,0.0,0,0.25,0,0
4477,0.481481,0.2,0.0,0.125,0.0,0.248668,0.521739,0.0,0.0,0.0,0.0,0.0,0.25,0.333333,0.0,0.2,0.466667,0.0,0,0,0,0.0,0.0,0.333333,0.4,0.0,0.0,0.0,0,0.0,0.291667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.111111,0.0,0.285714,0,0,0.0,0,0.333333,0.25,0,0.0,0.0,0,0.0,0,0
2244,0.222222,0.0,0.166667,0.125,0.0,0.154536,0.217391,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.142857,0.1,0.233333,0.333333,0,0,0,0.0,0.0,0.0,0.266667,0.25,0.0,0.0,0,0.0,0.208333,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.111111,0.0,0.142857,0,0,0.0,0,0.0,0.25,0,0.0,0.0,0,0.0,0,0
54676860,0.185185,0.0,0.0,0.5,0.0,0.162512,0.173913,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.2,0.111111,0,0,0,0.0,0.0,0.0,0.0666667,0.0,0.0,0.0,0,0.0,0.0416667,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.333333,0.0,0.142857,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0
5787,0.222222,0.2,0.0,0.125,0.0,0.299302,0.26087,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.2,0.111111,0,0,0,0.0,0.0,0.0,0.2,0.25,0.0,0.0,0,0.0,0.125,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.142857,0,0,0.0,0,0.0,0.125,0,0.0,0.0,0,0.0,0,0
3385,0.148148,0.0,0.0,0.0,0.0,0.233466,0.26087,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.2,0.0,0,0,0,0.0,0.125,0.0,0.0666667,0.0,0.166667,0.0,0,0.0,0.125,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.111111,0.0,0.142857,0,0,0.0,0,0.5,0.125,0,0.0,0.0,0,0.0,0,0
1493,0.222222,0.0,0.0,0.125,0.0,0.233124,0.26087,0.0,0.0,0.0,0.0,0.0,0.0,0.666667,0.0,0.0,0.2,0.0,0,0,0,0.0,0.0,0.666667,0.2,0.0,0.0,0.0,0,0.0,0.125,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.142857,0,0,0.0,0,0.0,0.125,0,0.0,0.0,0,0.0,0,0
5184,0.555556,0.0,0.0,0.125,0.0,0.101324,0.521739,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.142857,0.1,0.6,0.222222,0,0,0,0.0,0.0,0.0,0.666667,0.0,0.0,0.0,0,0.0,0.375,0.153846,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.555556,0.0,0.571429,0,0,0.0,0,0.0,0.125,0,0.0,0.0,0,0.0,0,0
5811,0.222222,0.2,0.0,0.125,0.0,0.299302,0.26087,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.2,0.111111,0,0,0,0.0,0.0,0.0,0.2,0.25,0.0,0.0,0,0.0,0.125,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.142857,0,0,0.0,0,0.0,0.375,0,0.0,0.0,0,0.0,0,0
5817,0.222222,0.2,0.0,0.125,0.0,0.299302,0.26087,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.2,0.111111,0,0,0,0.0,0.0,0.0,0.2,0.25,0.0,0.0,0,0.0,0.125,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.142857,0,0,0.0,0,0.0,0.125,0,0.0,0.0,0,0.0,0,0
3661,0.555556,0.0,0.0,0.125,0.0,0.0846325,0.565217,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.214286,0.1,0.566667,0.222222,0,0,0,0.0,0.0,0.0,0.533333,0.0,0.0,0.0,0,0.0,0.416667,0.307692,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.222222,0.0,0.428571,0,0,0.0,0,0.0,0.125,0,0.0,0.0,0,0.0,0,0
5610,0.259259,0.0,0.0,0.125,0.0,0.0830841,0.217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714286,0.1,0.233333,0.111111,0,0,0,0.0,0.0,0.333333,0.266667,0.0,0.0,0.0,0,0.0,0.208333,0.0,0.0,0.0,0,0,0.5,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.142857,0,0,0.0,0,0.0,0.25,0,0.0,0.0,0,0.0,0,0
541197,0.62963,0.0,0.333333,0.0,0.125,0.0792904,0.434783,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.285714,0.1,0.6,0.555556,0,0,0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0,0.0,0.416667,0.615385,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.166667,0.0,0,0.444444,0.0,0.571429,0,0,0.0,0,0.0,0.125,0,0.0,0.0,0,0.0,0,0
