CID,n,rank,n_in,ms,dg_1,dg_2,dg_3,dg_4,dg_in_1,dg_in_2,dg_in_3,dg_in_4,bd_in_2,bd_in_3,na_in_C4,na_in_N3,na_in_O2,na_in_S2,na_in_S6,na_ex_C4,na_ex_Cl1,na_ex_F1,na_ex_N3,na_ex_O2,na_ex_S6,C4_2_C4_2_1,C4_2_C4_2_2,C4_2_C4_3_1,C4_2_C4_3_2,C4_2_C4_4_1,C4_2_N3_2_1,C4_2_N3_2_2,C4_2_N3_3_1,C4_2_O2_2_1,C4_3_C4_3_1,C4_3_C4_3_2,C4_3_C4_4_1,C4_3_N3_2_1,C4_3_N3_2_2,C4_3_N3_3_1,C4_3_O2_2_1,C4_3_S2_2_1,C4_3_S6_4_1,C4_4_C4_4_1,C4_4_N3_2_1,C4_4_O2_2_1,N3_2_N3_2_1,N3_2_N3_3_1,N3_2_O2_2_1,N3_2_S6_4_1,FC_1_C4_0_H1_1_/_1_/_0_0,FC_2_C4_0_H1_1_H1_1_/_1_1_/_0_0_0,FC_3_C4_0_/_/_0,FC_4_C4_0_O2_1_/_2_/_0_0,FC_5_O2_0_/_/_0,FC_6_N3_0_H1_1_/_1_/_0_0,FC_7_N3_0_/_/_0,FC_8_C4_0_H1_1_O2_1_H1_2_/_1_1_1_/_0_0_0_0,FC_9_C4_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_10_C4_0_O2_1_H1_2_/_1_1_/_0_0_0,FC_11_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_12_S2_0_/_/_0,FC_13_C4_0_S6_1_O2_2_O2_2_N3_2_H1_3_H1_3_/_1_2_2_1_1_1_/_0_0_0_0_0_0_0,FC_14_C4_0_H1_1_C4_1_O2_2_O2_2_H1_3_/_1_1_2_1_1_/_0_0_0_0_0_0,FC_15_C4_0_H1_1_H1_1_C4_1_O2_2_O2_2_H1_3_/_1_1_1_2_1_1_/_0_0_0_0_0_0_0,FC_16_C4_0_H1_1_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_17_C4_0_H1_1_N3_1_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_18_S6_0_O2_1_O2_1_/_2_2_/_0_0_0,FC_19_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,FC_20_N3_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_21_C4_0_H1_1_H1_1_C4_1_O2_2_N3_2_H1_3_H1_3_/_1_1_1_2_1_1_1_/_0_0_0_0_0_0_0_0,FC_22_C4_0_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_23_N3_0_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,FC_24_C4_0_O2_1_C4_1_H1_2_H1_2_N3_2_H1_3_H1_3_/_2_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_25_C4_0_C4_1_O2_2_O2_2_H1_3_/_1_2_1_1_/_0_0_0_0_0,FC_26_O2_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_27_C4_0_O2_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_2_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_28_C4_0_H1_1_N3_1_H1_2_H1_2_C4_1_O2_2_O2_2_H1_3_/_1_1_1_1_1_2_1_1_/_0_0_0_0_0_0_0_0_0,FC_29_C4_0_F1_1_/_1_/_0_0,FC_30_C4_0_H1_1_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_/_1_1_1_1_2_1_1_/_0_0_0_0_0_0_0_0,FC_31_C4_0_Cl1_1_/_1_/_0_0,FC_32_N3_0_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_33_N3_0_H1_1_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_34_C4_0_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_1_O2_2_O2_2_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_35_C4_0_H1_1_H1_1_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_36_N3_0_C4_1_H1_2_H1_2_H1_2_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_37_C4_0_C4_1_H1_2_H1_2_O2_2_H1_3_C4_1_H1_2_H1_2_O2_2_H1_3_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_38_C4_0_O2_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_39_C4_0_H1_1_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_2_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_40_C4_0_O2_1_O2_1_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_41_C4_0_H1_1_C4_1_O2_2_N3_2_H1_3_H1_3_/_1_1_2_1_1_1_/_0_0_0_0_0_0_0,FC_42_C4_0_O2_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_43_C4_0_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_44_N3_0_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_2_1_1_1_1_/_0_0_0_0_0_0_0,FC_45_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_46_C4_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_47_C4_0_C4_1_O2_2_N3_2_H1_3_H1_3_/_1_2_1_1_1_/_0_0_0_0_0_0,FC_48_O2_0_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_2_1_1_1_1_/_0_0_0_0_0_0_0,FC_49_C4_0_H1_1_N3_1_H1_2_H1_2_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_1_O2_2_O2_2_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_50_N3_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_51_C4_0_H1_1_H1_1_N3_1_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_52_C4_0_H1_1_N3_1_H1_2_H1_2_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_53_C4_0_O2_1_N3_1_H1_2_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_54_N3_0_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_55_N3_0_H1_1_C4_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_56_C4_0_O2_1_H1_2_C4_1_C4_2_H1_3_/_1_1_1_3_1_/_0_0_0_0_0_0,LeafAC_C4_C4_1,LeafAC_C4_C4_2,LeafAC_C4_C4_3,LeafAC_C4_N3_1,LeafAC_C4_O2_1,LeafAC_Cl1_C4_1,LeafAC_F1_C4_1,LeafAC_N3_C4_1,LeafAC_N3_S6_1,LeafAC_O2_C4_1,LeafAC_O2_C4_2,LeafAC_O2_S6_2
14033055,0.5,0.2,0.666667,0.206846,0,0.733333,0.375,0,1,0.647059,0.25,0,0.428571,0,0.6,0.333333,0.5,0,0,0.285714,0,0,0,0.6,0,0.666667,0.5,0.2,0.25,0,0,0,1,0.333333,0.166667,0,0,0,0,0.333333,0.5,0,0,0,0,0,0,0,0,0,0.5,0.333333,0.25,0.666667,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0,0,0,0,0,0.666667,0
14033045,0.384615,0.2,0.52381,0.383114,0,0.533333,0.375,0,0.5,0.588235,0.125,0,0.428571,0,0.45,0.333333,0.5,0,0,0.285714,0,0,0,0.6,0,0.333333,0.5,0.2,0.25,0,0,0,0.5,0.333333,0.166667,0,0,0,0,0.333333,0.5,0,0,0,0,0,0,0,0,0,0.5,0.111111,0.25,0.666667,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.25,1,0
14033044,0.461538,0.2,0.619048,0.291735,0,0.6,0.5,0,0.5,0.705882,0.125,0,0.428571,0,0.5,0.333333,1,0,0,0.428571,0,0,0,0.4,0,0.333333,0.5,0.3,0.25,0,0,0,0.5,0.333333,0.166667,0,0,0,0,0.333333,1,0,0,0,0,0,0,0,0,0,0.5,0.222222,0.25,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.5,0,0,0,0,0,0,1,0
14033080,0.269231,0.2,0.47619,0.267474,0,0.533333,0.25,0,0.5,0.529412,0.125,0,0.428571,0,0.4,0.333333,0.5,0,0,0.285714,0,0,0,0.2,0,0.333333,0.5,0.2,0.25,0,0,0,0,0.333333,0.166667,0,0,0.333333,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0.111111,0.25,0.666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.666667,0
14033057,0.307692,0.4,0.619048,0.293572,0,0.666667,0.375,0,0,0.705882,0.25,0,0.428571,0,0.55,0.333333,0.5,0,0,0,0,0,0,0.2,0,0.666667,0.5,0.2,0.25,0,0,0,1,0.333333,0.166667,0,0,0,0,0.333333,0.5,0,0,0,0,0,0,0,0,0,0.5,0.444444,0.25,0.666667,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0
14033058,0.346154,0.4,0.666667,0.249139,0,0.733333,0.375,0,0,0.764706,0.25,0,0.428571,0,0.6,0.333333,0.5,0,0,0,0,0,0,0.2,0,0.833333,0.5,0.2,0.25,0,0,0,1,0.333333,0.166667,0,0,0,0,0.333333,0.5,0,0,0,0,0,0,0,0,0,0.5,0.555556,0.25,0.666667,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0
14033059,0.384615,0.4,0.714286,0.212322,0,0.8,0.375,0,0,0.823529,0.25,0,0.428571,0,0.65,0.333333,0.5,0,0,0,0,0,0,0.2,0,1,0.5,0.2,0.25,0,0,0,1,0.333333,0.166667,0,0,0,0,0.333333,0.5,0,0,0,0,0,0,0,0,0,0.5,0.666667,0.25,0.666667,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0
11265169,0.384615,0.4,0.714286,0.292542,0,0.8,0.375,0,0,0.823529,0.25,0,0.428571,0,0.6,0.333333,1,0,0,0,0,0,0,0.2,0,0.666667,0.5,0.2,0.25,0,0,0,1,1,0.166667,0,0,0,0,0.333333,0.5,0,0,0,0,0,0,0,0,0,0.5,0.555556,0.25,0.666667,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0
14033060,0.461538,0.4,0.714286,0.154853,0,0.733333,0.5,0,0,0.823529,0.25,0,0.428571,0,0.65,0.333333,0.5,0,0,0.285714,0,0,0,0.2,0,0.833333,0.5,0.3,0.25,0,0,0,0.5,0.333333,0.166667,0,0,0,0,0.666667,0.5,0,0,0,0,0,0,0,0,0,0.5,0.555556,0.25,0.666667,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.666667,0
14033061,0.461538,0.4,0.714286,0.154853,0,0.666667,0.625,0,0,0.823529,0.25,0,0.428571,0,0.65,0.333333,0.5,0,0,0.285714,0,0,0,0.2,0,0.666667,0.5,0.4,0.25,0,0,0,0,0.333333,0.166667,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0.5,0.444444,0.25,0.666667,0.5,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.666667,0
14033062,0.423077,0.4,0.714286,0.253132,0,0.733333,0.5,0,0,0.823529,0.25,0,0.428571,0,0.65,0.333333,0.5,0,0,0,0,0,0,0.4,0,0.666667,0.5,0.4,0.25,0,0,0,1,0.333333,0.166667,0,0,0,0,0.333333,0.5,0,0,0,0,0,0,0,0,0,0.5,0.555556,0.25,0.666667,0.5,0,0.5,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.666667,0
14033047,0.307692,0.2,0.52381,0.224132,0,0.6,0.25,0,0.5,0.588235,0.125,0,0.428571,0,0.45,0.333333,0.5,0,0,0.285714,0,0,0,0.2,0,0.333333,0.5,0.2,0.25,0,0.5,0,0,0.333333,0.166667,0,0,0.333333,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0.111111,0.25,0.666667,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.666667,0
14033077,0.423077,0.4,0.619048,0.403152,0,0.6,0.5,0,0,0.705882,0.25,0,0.428571,0,0.55,0.333333,0.5,0,0,0.142857,0,0,0,0.6,0,0.5,0.5,0.3,0.25,0,0,0,0.5,0.333333,0.166667,0,0,0,0,0.666667,0.5,0,0,0,0,0,0,0,0,0,0.5,0.333333,0.25,0.666667,0.5,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0
14033073,0.5,0.4,0.714286,0.311014,0,0.666667,0.625,0,0.5,0.705882,0.375,0,0.428571,0,0.65,0.333333,0.5,0,0,0.142857,0,0,0,0.6,0,0.666667,0.5,0.3,0.25,0,0,0,0.5,0.333333,0.333333,0,0,0,0,0.666667,0.5,0,0,0,0,0,0,0,0,0,0.6,0.444444,0.25,0.666667,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,1,0
14033075,0.461538,0.4,0.666667,0.312455,0,0.666667,0.5,0,0,0.764706,0.25,0,0.428571,0,0.6,0.333333,0.5,0,0,0.142857,0,0,0.5,0.4,0,0.666667,0.5,0.3,0.25,0,0,0,0.5,0.333333,0.166667,0,0,0,0,0.666667,0.5,0,0,0,0,0,0,0,0,0,0.5,0.444444,0.25,0.666667,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0
14033048,0.307692,0.2,0.47619,0.224132,0,0.533333,0.25,0,0.5,0.529412,0.125,0,0.428571,0,0.4,0.333333,0.5,0,0,0.428571,0,0,0,0.2,0,0.333333,0.5,0.2,0.25,0,0,0,0,0.333333,0.166667,0,0,0.333333,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0.111111,0.25,0.666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.666667,0
14033082,0.384615,0.2,0.47619,0.158535,0,0.4,0.5,0,0.5,0.529412,0.125,0,0.428571,0,0.4,0.333333,0.5,0,0,0.714286,0,0,0,0.2,0,0.333333,0.5,0.1,0.25,0,0,0,0,0,0.333333,0,0,0,0,0.333333,1,0,0,0,0,0,0,0,0,0,0.5,0,0.25,0.666667,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0.666667,0
12450810,0.307692,0.2,0.47619,0.397638,0,0.533333,0.25,0,0.5,0.529412,0.125,0,0.428571,0,0.4,0.333333,0.5,0,0,0.285714,0,0,0,0.4,0,0.333333,0.5,0.2,0.25,0,0,0,0,0.333333,0.166667,0,0,0.333333,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0.111111,0.25,0.666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,1,0
14033083,0.346154,0.2,0.47619,0.339835,0,0.466667,0.375,0,0.5,0.529412,0.125,0,0.428571,0,0.4,0.333333,0.5,0,0,0.428571,0,0,0,0.4,0,0.333333,0.5,0.2,0.25,0,0,0,0,0.333333,0.166667,0,0,0,0,0.333333,0.5,0,0,0,0,0,0,0,0,0,0.5,0.111111,0.25,0.666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.5,0,0,0,0,0,0,1,0
11195691,0.346154,0.2,0.571429,0.18844,0,0.666667,0.25,0,0.5,0.647059,0.125,0,0.428571,0,0.5,0.333333,0.5,0,0,0.285714,0,0,0,0.2,0,0.5,0.5,0.2,0.25,0,0.5,0,0,0.333333,0.166667,0,0,0.333333,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0.222222,0.25,0.666667,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.666667,0
2516894,0.346154,0.2,0.47619,0.18844,0,0.533333,0.25,0,0.5,0.529412,0.125,0,0.428571,0,0.4,0.333333,0.5,0,0,0.571429,0,0,0,0.2,0,0.333333,0.5,0.2,0.25,0,0,0,0,0.333333,0.166667,0,0,0.333333,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0.111111,0.25,0.666667,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.75,0,0,0,0,0,0,0,0,0,0.666667,0
14033069,0.346154,0.2,0.52381,0.389875,0,0.6,0.25,0,0.5,0.588235,0.125,0,0.428571,0,0.45,0.333333,0.5,0,0,0.142857,0,0,0.5,0.4,0,0.333333,0.5,0.2,0.25,0,0.5,0,0,0.333333,0.166667,0,0,0.333333,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0.111111,0.25,0.666667,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0
161366,0.5,0.6,0.761905,0.376603,0,0.733333,0.5,0.25,0,0.823529,0.25,1,0.857143,0,0.7,0.666667,0,0,0,0.142857,0,0,0,0.4,0,0.666667,1,0.2,0.5,0,0,0,0,0,0,0,0.5,0.333333,0,0.666667,0,0,0,0,1,0,0,0,0,0,1,0,0.75,0.666667,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0.666667,0
168707,0.615385,0.6,0.857143,0.383644,0,0.866667,0.5,0.25,0.5,0.823529,0.375,1,0.857143,0,0.75,0.666667,0.5,0,0,0.285714,0,0,0,0.4,0,0.666667,1,0.2,0.5,0,0,0,0.5,0.333333,0,0,0.5,0.333333,0,0.666667,0,0,0,0,1,0,0,0,0,0,1,0.111111,0.75,0.666667,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,1,0
158895,0.653846,0.6,0.904762,0.344293,0,0.866667,0.625,0.25,0.5,0.882353,0.375,1,0.857143,0,0.8,0.666667,0.5,0,0,0.285714,0,0,0,0.4,0,0.666667,1,0.2,0.5,0,0,0,0.5,0.333333,0,0,0.5,0.333333,0,0.666667,0.5,0,0,0,1,0,0,0,0,0,1,0.111111,0.75,0.666667,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,1,0
10360656,0.692308,0.6,0.952381,0.310074,0,0.933333,0.625,0.25,0.5,0.941176,0.375,1,0.857143,0,0.85,0.666667,0.5,0,0,0.285714,0,0,0,0.4,0,0.666667,1,0.3,0.5,0,0,0,0.5,0.333333,0,0,0.5,0.333333,0,0.666667,0.5,0,0,0,1,0,0,0,0,0,1,0.111111,0.75,1,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,1,0
158896,0.730769,0.6,1,0.280046,0,1,0.625,0.25,0.5,1,0.375,1,0.857143,0,0.9,0.666667,0.5,0,0,0.285714,0,0,0,0.4,0,0.833333,1,0.3,0.5,0,0,0,0.5,0.333333,0,0,0.5,0.333333,0,0.666667,0.5,0,0,0,1,0,0,0,0,0,1,0.222222,0.75,1,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,1,0
1182,0,0,0,0.0645933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571429,0,0,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0.25,0.333333,0
323786,0.576923,0.4,0.666667,0.185078,0,0.6,0.625,0,0.5,0.647059,0.375,0,0.571429,0,0.6,0.666667,0,0,0,0.571429,0,0,0.5,0.4,0,0.333333,0.25,0.3,0.75,0,0.5,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.111111,0.75,0.333333,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0.25,0.666667,0
