CID,na_in_C4,na_ex_Cl1,LeafAC_O2_C4_1,LeafAC_C4_C4_1,LeafAC_O2_C4_2,ms,FC_10_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,C4_2_N3_2_1,C4_2_N3_3_1,FC_3_C4_0_/_/_0,C4_2_C4_2_1,na_ex_S2,C4_2_O2_2_1,LeafAC_C4_C4_2,LeafAC_O2_N3_2,LeafAC_C4_Si4_1,n_in,LeafAC_F1_C4_1,LeafAC_Br1_C4_1,FC_20_C4_0_C4_1_O2_2_O2_2_H1_3_/_1_2_1_1_/_0_0_0_0_0,na_ex_I1,na_in_S2,C4_4_C4_4_1,C4_3_N3_3_1,LeafAC_C4_C4_3,dg_in_4,FC_1_C4_0_H1_1_/_1_/_0_0,dg_2,FC_58_C4_0_H1_1_H1_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,FC_2_C4_0_H1_1_H1_1_/_1_1_/_0_0_0
49973,0.333333,0.0,0.0,0.0,0.0,0.356892,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.302326,0.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173913,0.15625,0,0.0
11372,0.277778,0.0,0.0,0.0,0.0,0.138926,0.0,0.0,0.0,0.166667,0.0645161,0.0,0.0,0.0,0.0,0.0,0.232558,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304348,0.21875,0,0.0
11372,0.277778,0.0,0.0,0.0,0.0,0.138926,0.0,0.0,0.0,0.166667,0.0645161,0.0,0.0,0.0,0.0,0.0,0.232558,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304348,0.21875,0,0.0
11372,0.277778,0.0,0.0,0.0,0.0,0.138926,0.0,0.0,0.0,0.166667,0.0645161,0.0,0.0,0.0,0.0,0.0,0.232558,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304348,0.21875,0,0.0
11372,0.277778,0.0,0.0,0.0,0.0,0.138926,0.0,0.0,0.0,0.166667,0.0645161,0.0,0.0,0.0,0.0,0.0,0.232558,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304348,0.21875,0,0.0
11372,0.277778,0.0,0.0,0.0,0.0,0.138926,0.0,0.0,0.0,0.166667,0.0645161,0.0,0.0,0.0,0.0,0.0,0.232558,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304348,0.21875,0,0.0
11372,0.277778,0.0,0.0,0.0,0.0,0.138926,0.0,0.0,0.0,0.166667,0.0645161,0.0,0.0,0.0,0.0,0.0,0.232558,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304348,0.21875,0,0.0
11372,0.277778,0.0,0.0,0.0,0.0,0.138926,0.0,0.0,0.0,0.166667,0.0645161,0.0,0.0,0.0,0.0,0.0,0.232558,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304348,0.21875,0,0.0
11372,0.277778,0.0,0.0,0.0,0.0,0.138926,0.0,0.0,0.0,0.166667,0.0645161,0.0,0.0,0.0,0.0,0.0,0.232558,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304348,0.21875,0,0.0
11372,0.277778,0.0,0.0,0.0,0.0,0.138926,0.0,0.0,0.0,0.166667,0.0645161,0.0,0.0,0.0,0.0,0.0,0.232558,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.304348,0.21875,0,0.0
12002,0.166667,0.0,0.0,0.0,0.0,0.417297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130435,0.09375,0,0.0
12002,0.166667,0.0,0.0,0.0,0.0,0.417297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130435,0.09375,0,0.0
12002,0.166667,0.0,0.0,0.0,0.0,0.417297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130435,0.09375,0,0.0
12002,0.166667,0.0,0.0,0.0,0.0,0.417297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130435,0.09375,0,0.0
12002,0.166667,0.0,0.0,0.0,0.0,0.417297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130435,0.09375,0,0.0
12002,0.166667,0.0,0.0,0.0,0.0,0.417297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130435,0.09375,0,0.0
12002,0.166667,0.0,0.0,0.0,0.0,0.417297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130435,0.09375,0,0.0
12002,0.166667,0.0,0.0,0.0,0.0,0.417297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130435,0.09375,0,0.0
12002,0.166667,0.0,0.0,0.0,0.0,0.417297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130435,0.09375,0,0.0
12002,0.166667,0.0,0.0,0.0,0.0,0.417297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130435,0.09375,0,0.0
12002,0.166667,0.0,0.0,0.0,0.0,0.417297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130435,0.09375,0,0.0
12002,0.166667,0.0,0.0,0.0,0.0,0.417297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130435,0.09375,0,0.0
12002,0.166667,0.0,0.0,0.0,0.0,0.417297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130435,0.09375,0,0.0
12002,0.166667,0.0,0.0,0.0,0.0,0.417297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130435,0.09375,0,0.0
12002,0.166667,0.0,0.0,0.0,0.0,0.417297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130435,0.09375,0,0.0
12002,0.166667,0.0,0.0,0.0,0.0,0.417297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130435,0.09375,0,0.0
12486,0.166667,0.0,0.0,0.0,0.0,0.541547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0869565,0.0625,0,0.0
12486,0.166667,0.0,0.0,0.0,0.0,0.541547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0869565,0.0625,0,0.0
12486,0.166667,0.0,0.0,0.0,0.0,0.541547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0869565,0.0625,0,0.0
12486,0.166667,0.0,0.0,0.0,0.0,0.541547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0869565,0.0625,0,0.0
12279,0.166667,0.0,0.0,0.0,0.0,0.417297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130435,0.09375,0,0.0
12279,0.166667,0.0,0.0,0.0,0.0,0.417297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130435,0.09375,0,0.0
12279,0.166667,0.0,0.0,0.0,0.0,0.417297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130435,0.09375,0,0.0
12279,0.166667,0.0,0.0,0.0,0.0,0.417297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130435,0.09375,0,0.0
7927,0.166667,0.0,0.0,0.0,0.0,0.293046,0.0,0.0,0.0,0.0,0.0322581,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173913,0.125,0,0.0
37840,0.388889,0.0,0.0,0.0,0.0,0.354714,0.0,0.0,0.0,0.166667,0.0322581,0.0,0.333333,0.0,0.0,0.0,0.372093,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173913,0.25,0,0.0666667
262235,0.222222,0.0,0.0,0.0,0.166667,0.173165,0.0,0.0,0.0,0.166667,0.0,0.0,0.166667,0.0,0.0,0.0,0.209302,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130435,0.15625,0,0.0333333
283308,0.333333,0.0,0.0,0.0,0.0,0.150041,0.0,0.0,0.0,0.333333,0.0645161,0.0,0.0,0.0,0.0,0.0,0.325581,0.0,0.166667,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.304348,0.28125,0,0.0
18529,0.333333,0.0,0.0,0.0,0.0,0.2584,0.0,0.0,0.0,0.0,0.0967742,0.0,0.0,0.0,0.0,0.0,0.27907,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0,0.2
7804,0.166667,0.0,0.0,0.0,0.0,0.293046,0.0,0.0,0.0,0.0,0.0322581,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173913,0.125,0,0.0
7804,0.166667,0.0,0.0,0.0,0.0,0.293046,0.0,0.0,0.0,0.0,0.0322581,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173913,0.125,0,0.0
7804,0.166667,0.0,0.0,0.0,0.0,0.293046,0.0,0.0,0.0,0.0,0.0322581,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173913,0.125,0,0.0
7804,0.166667,0.0,0.0,0.0,0.0,0.293046,0.0,0.0,0.0,0.0,0.0322581,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173913,0.125,0,0.0
49996,0.333333,0.0,0.0,0.0,0.0,0.392859,0.0,0.0,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.27907,0.0,0.833333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217391,0.15625,0,0.0
11842,0.166667,0.0,0.0,0.0,0.0,0.417297,0.0,0.0,0.0,0.0,0.0322581,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130435,0.09375,0,0.0
11842,0.166667,0.0,0.0,0.0,0.0,0.417297,0.0,0.0,0.0,0.0,0.0322581,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130435,0.09375,0,0.0
11842,0.166667,0.0,0.0,0.0,0.0,0.417297,0.0,0.0,0.0,0.0,0.0322581,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130435,0.09375,0,0.0
11842,0.166667,0.0,0.0,0.0,0.0,0.417297,0.0,0.0,0.0,0.0,0.0322581,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130435,0.09375,0,0.0
11842,0.166667,0.0,0.0,0.0,0.0,0.417297,0.0,0.0,0.0,0.0,0.0322581,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130435,0.09375,0,0.0
11842,0.166667,0.0,0.0,0.0,0.0,0.417297,0.0,0.0,0.0,0.0,0.0322581,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130435,0.09375,0,0.0
11842,0.166667,0.0,0.0,0.0,0.0,0.417297,0.0,0.0,0.0,0.0,0.0322581,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130435,0.09375,0,0.0
11842,0.166667,0.0,0.0,0.0,0.0,0.417297,0.0,0.0,0.0,0.0,0.0322581,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130435,0.09375,0,0.0
11842,0.166667,0.0,0.0,0.0,0.0,0.417297,0.0,0.0,0.0,0.0,0.0322581,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130435,0.09375,0,0.0
7960,0.166667,0.0,0.0,0.0,0.0,0.0927326,0.0,0.0,0.0,0.0,0.129032,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0,0.166667
7960,0.166667,0.0,0.0,0.0,0.0,0.0927326,0.0,0.0,0.0,0.0,0.129032,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0,0.166667
7960,0.166667,0.0,0.0,0.0,0.0,0.0927326,0.0,0.0,0.0,0.0,0.129032,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0,0.166667
7960,0.166667,0.0,0.0,0.0,0.0,0.0927326,0.0,0.0,0.0,0.0,0.129032,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0,0.166667
7961,0.166667,0.0,0.0,0.0,0.0,0.168795,0.0,0.0,0.0,0.0,0.0645161,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217391,0.15625,0,0.0
7961,0.166667,0.0,0.0,0.0,0.0,0.168795,0.0,0.0,0.0,0.0,0.0645161,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217391,0.15625,0,0.0
7961,0.166667,0.0,0.0,0.0,0.0,0.168795,0.0,0.0,0.0,0.0,0.0645161,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217391,0.15625,0,0.0
7961,0.166667,0.0,0.0,0.0,0.0,0.168795,0.0,0.0,0.0,0.0,0.0645161,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217391,0.15625,0,0.0
7101,0.333333,0.0,0.0,0.0,0.0,0.121766,0.0,0.0,0.0,0.166667,0.0967742,0.0,0.0,0.0,0.0,0.0,0.27907,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.391304,0.28125,0,0.0
11522,0.166667,0.0,0.0,0.0,0.0,0.367061,0.0,0.0,0.0,0.0,0.0322581,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.166667,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.173913,0.125,0,0.0
11522,0.166667,0.0,0.0,0.0,0.0,0.367061,0.0,0.0,0.0,0.0,0.0322581,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.166667,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.173913,0.125,0,0.0
11522,0.166667,0.0,0.0,0.0,0.0,0.367061,0.0,0.0,0.0,0.0,0.0322581,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.166667,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.173913,0.125,0,0.0
11522,0.166667,0.0,0.0,0.0,0.0,0.367061,0.0,0.0,0.0,0.0,0.0322581,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.166667,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.173913,0.125,0,0.0
2172636,0.25,0.0,0.0,0.0,0.166667,0.171713,0.0,0.0,0.0,0.166667,0.0645161,0.0,0.0,0.0,0.0,0.0,0.232558,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217391,0.1875,0,0.0
5802,0.111111,0.0,0.0,0.0,0.333333,0.222338,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0434783,0.09375,0,0.0
7973,0.138889,0.0,0.0,0.0,0.0,0.192975,0.0,0.0,0.0,0.0,0.0645161,0.0,0.0,0.0,0.0,0.0,0.139535,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173913,0.15625,0,0.0
31356,0.166667,0.0,0.0,0.0,0.0,0.298202,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.232558,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0,0.1
7666,0.194444,0.0,0.0,0.0,0.0,0.115829,0.0,0.0,0.0,0.0833333,0.0645161,0.0,0.0,0.0,0.0,0.0,0.162791,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.217391,0.1875,0,0.0
76701,0.0277778,0.0,0.0,0.0,0.0,0.352573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0232558,0.0,0.666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
21241,0.0277778,0.0,0.0,0.0,0.0,0.13415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0232558,0.0,0.166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0,0.0
