CID,na_in_C4,na_ex_Cl1,LeafAC_O2_C4_1,na_ex_C4,LeafAC_O2_C4_2,ms,C4_2_N3_3_1,FC_11_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,C4_2_N3_2_1,FC_3_C4_0_/_/_0,na_ex_S2,FC_9_O2_0_/_/_0,rank,LeafAC_C4_N3_1,na_ex_Br1,LeafAC_C4_O2_1,FC_1_C4_0_H1_1_/_1_/_0_0,LeafAC_O2_N3_2,C4_2_O2_2_1,FC_22_C4_0_C4_1_O2_2_O2_2_H1_3_/_1_2_1_1_/_0_0_0_0_0,FC_13_C4_0_N3_1_H1_2_H1_2_/_1_1_1_/_0_0_0_0,N3_3_N3_3_1,FC_67_C4_0_H1_1_H1_1_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_32_C4_0_H1_1_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,na_ex_O2,na_in_S2,LeafAC_O2_S4_2,FC_51_C4_0_H1_1_H1_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,C4_2_C4_4_1,C4_2_C4_3_2,FC_50_P5_0_O2_1_C4_2_H1_3_H1_3_H1_3_O2_1_C4_2_H1_3_H1_3_H1_3_S2_1_/_1_1_1_1_1_1_1_1_1_1_2_/_0_0_0_0_0_0_0_0_0_0_0_0,FC_102_C4_0_O2_1_C4_1_H1_2_Cl1_2_Cl1_2_/_2_1_1_1_1_/_0_0_0_0_0_0,FC_42_C4_0_H1_1_Cl1_1_/_1_1_/_0_0_0,FC_2_C4_0_H1_1_H1_1_/_1_1_/_0_0_0,FC_122_O2_0_N3_1_O2_2_O2_2_/_1_1_2_/_0_1_-1_0,FC_25_C4_0_Br1_1_/_1_/_0_0,FC_65_C4_0_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_70_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_N3_2_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,LeafAC_C4_C4_1,FC_82_C4_0_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_/_1_1_1_2_1_1_/_0_0_0_0_0_0_0
7816,0.133333,0.0,0.0,0.222222,0.0,0.0179182,0.0,0.0,0.5,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.153846,0,0.0,0,0,0.333333,0
7937,0.166667,0.0,0.0,0.222222,0.0,0.0389746,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.166667,0,0,0.0,0.0,0,0.0,0,0,0.333333,0
11526,0.166667,0.0,0.0,0.222222,0.0,0.0389746,0.0,0.0,0.25,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.166667,0,0,0.0,0.0,0,0.0,0,0,0.333333,0
7936,0.166667,0.0,0.0,0.222222,0.0,0.0389746,0.0,0.0,0.25,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.166667,0,0,0.0,0.0,0,0.0,0,0,0.333333,0
11420,0.166667,0.0,0.0,0.222222,0.0,0.0389746,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.333333,0
22407,0.366667,0.0,0.0,0.0,0.166667,0.0482808,0.142857,0.0,0.5,0.1,0.0,0.0,0.428571,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.166667,0,0,0.0,0.307692,0,0.0,0,0,0.0,0
892,0.2,0.0,0.75,0.0,0.0,0.0618026,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.666667,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
20138,0.0333333,0.0,0.0,0.333333,0.166667,0.0402907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.166667,0
6657,0.0333333,0.0,0.125,0.333333,0.166667,0.0416889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.222222,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.166667,0
11439,0.133333,0.0,0.0,0.0,0.333333,0.0760005,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.222222,0.0,0,0,0.0,0.0,0,0,0.0,0.153846,0,0.0,0,0,0.0,0
6590,0.0,0.0,0.125,0.444444,0.166667,0.0388156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.222222,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.333333,0
12291,0.166667,0.0,0.0,0.111111,0.0,0.0135298,0.285714,0.0,0.0,0.0,0.0,0.0,0.142857,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.384615,0,0.0,0,0,0.0,0
31261,0.0333333,0.0,0.0,0.444444,0.333333,0.0460272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.222222,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.333333,0
7301,0.133333,0.0,0.0,0.111111,0.0,0.0215752,0.0,0.0,0.0,0.0,0.0,0.2,0.142857,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.230769,0,0.0,0,0,0.166667,0
77922,0.0,0.0,0.0,0.555556,0.166667,0.0363959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.5,0
6405,0.0,0.0,0.125,0.555556,0.0,0.0123729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.5,0
7516,0.2,0.0,0.0,0.0,0.0,0.0476047,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.166667,0,0,0.0,0.0,0,0.0,0,0,0.0,0
6560,0.0,0.0,0.125,0.444444,0.0,0.0132143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.333333,0
69004,0.0,0.0,0.0,0.444444,0.0,0.055678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.222222,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.333333,0
1043,0.2,0.0,0.0,0.0,0.0,0.0983115,0.0,0.0,0.75,0.2,0.0,0.0,0.285714,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
3767,0.2,0.0,0.0,0.0,0.166667,0.0723815,0.0,0.0,0.25,0.1,0.0,0.0,0.142857,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.166667,0,0,0.0,0.0,0,0.0,0,0,0.0,0
996,0.2,0.0,0.125,0.0,0.0,0.0567059,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.166667,0,0,0.0,0.0,0,0.0,0,0,0.0,0
261,0.0333333,0.0,0.0,0.333333,0.166667,0.0246697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.166667,0
8894,0.166667,0.0,0.0,0.0,0.0,0.0215752,0.0,0.0,0.0,0.0,0.0,0.2,0.142857,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.384615,0,0.0,0,0,0.0,0
253217,0.1,0.0,0.0,0.222222,0.333333,0.0623594,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.222222,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.166667,0
24781,0.1,0.0,0.0,0.111111,0.166667,0.0760005,0.0,0.0,0.0,0.0,0.0,0.2,0.142857,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.166667,0,0,0.0,0.0,0,0.0,0,0,0.166667,0
205,0.0333333,0.0,0.25,0.333333,0.166667,0.0523374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.333333,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.166667,0
3283,0.0,0.0,0.0,0.444444,0.0,0.0132143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.333333,0
7362,0.133333,0.0,0.0,0.111111,0.166667,0.0850356,0.0,0.0,0.0,0.0,0.0,0.2,0.142857,0.0,0.0,0.0,0.1875,0.0,0.5,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.166667,0,0,0.0,0.0,0,0.0,0,0,0.0,0
589692,0.2,0.0,0.0,0.111111,0.0,0.0824035,0.0,0.0,0.5,0.2,0.0,0.0,0.285714,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.166667,0
4727,0.0333333,0.0,0.125,0.444444,0.166667,0.0608561,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.222222,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.333333,0
8471,0.0,0.0,0.0,0.666667,0.0,0.00673198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.5,0
8027,0.133333,0.0,0.0,0.0,0.0,0.0466582,0.0,0.0,0.5,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
101715,0.2,0.0,0.625,0.0,0.0,0.0548066,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.555556,0.0,0,0,0.0,0.0,0,0,0.0,0.0769231,0,0.0,0,0,0.0,0
3182,0.233333,0.0,0.25,0.333333,0.333333,0.0700847,0.285714,0.0,0.0,0.2,0.0,0.0,0.285714,0.5,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0,0,0.0,0.444444,0.0,0,0,0.0,0.0,0,0,0.0,0.0769231,0,0.0,0,0,0.0,0
7526,0.166667,0.0,0.0,0.0,0.0,0.039717,0.285714,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.0,0,0,0.0,0.384615,0,0.0,0,0,0.0,0
7895,0.0333333,0.0,0.0,0.444444,0.166667,0.0215752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.333333,0
264,0.0333333,0.0,0.125,0.333333,0.166667,0.0388156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.222222,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.166667,0
15331,0.1,0.0,0.125,0.333333,0.333333,0.0515143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.333333,0.0,0,0,0.0,0.0,0,0,0.0,0.0769231,0,0.0,0,0,0.0,0
1110,0.0666667,0.0,0.25,0.222222,0.333333,0.079381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.444444,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
11732,0.0,0.0,0.125,0.555556,0.0,0.0123729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.5,0
7294,0.0333333,0.0,0.0,0.333333,0.166667,0.0554925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.222222,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0
11428,0.0333333,0.0,0.125,0.444444,0.0,0.0123729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.333333,0
3225,0.2,0.0,0.25,0.222222,0.333333,0.072914,0.0,0.0,0.0,0.0,0.0,0.2,0.285714,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0,0,0.0,0.444444,0.0,0,0,0.0,0.0,0,0,0.0,0.153846,0,0.0,0,0,0.0,0
22386,0.0333333,0.0,0.125,0.444444,0.0,0.0123729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.333333,0
102804,0.1,0.0,0.375,0.666667,0.5,0.062129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.666667,0.0,0,0,0.2,0.0,0,0,0.0,0.0,0,0.0,0,0,0.5,0
5146,0.2,0.0,0.25,0.111111,0.0,0.0579052,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0,0,0.0,0.222222,0.0,0,0,0.0,0.333333,0,0,0.0,0.0,0,0.0,1,0,0.0,0
10973,0.0333333,0.0,0.0,0.444444,0.166667,0.0363959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0,0.5,0.111111,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.333333,0
6493,0.0333333,0.0,0.125,0.555556,0.0,0.0117719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.5,0
7814,0.2,0.0,0.0,0.0,0.0,0.0476047,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0,0,0.0,0.333333,0,0,0.0,0.0,0,0.0,0,0,0.0,0
11182,0.0333333,0.0,0.0,0.333333,0.0,0.0132143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.166667,0
29656,0.0333333,0.0,0.125,0.555556,0.0,0.0117719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.5,0
244,0.2,0.0,0.125,0.111111,0.0,0.0476047,0.0,0.0,0.0,0.0,0.0,0.0,0.142857,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0,0,0.0,0.111111,0.0,0,0,0.0,0.166667,0,0,0.0,0.0,0,0.0,1,0,0.0,0
876,0.1,0.0,0.125,0.222222,0.166667,0.0608561,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.222222,0.0,0,0,0.0,0.0,0,0,0.0,0.0769231,0,0.0,0,0,0.0,0
