CID,n,rank,n_in,ms,dg_1,dg_2,dg_3,dg_4,dg_in_1,dg_in_2,dg_in_3,dg_in_4,bd_in_2,bd_in_3,na_in_C4,na_in_N3,na_in_O2,na_in_S2,na_in_S6,na_ex_Br1,na_ex_C4,na_ex_Cl1,na_ex_F1,na_ex_I1,na_ex_N3,na_ex_O2,na_ex_S4,na_ex_S6,C4_2_C4_2_1,C4_2_C4_2_2,C4_2_C4_3_1,C4_2_C4_3_2,C4_2_C4_4_1,C4_2_N3_2_1,C4_2_N3_2_2,C4_2_N3_3_1,C4_2_O2_2_1,C4_2_S2_2_1,C4_3_C4_3_1,C4_3_C4_3_2,C4_3_C4_4_1,C4_3_N3_2_1,C4_3_N3_2_2,C4_3_N3_3_1,C4_3_O2_2_1,C4_3_S2_2_1,C4_3_S6_4_1,C4_4_C4_4_1,C4_4_N3_2_1,N3_2_N3_2_1,N3_2_N3_2_2,N3_2_N3_3_1,N3_2_S6_4_1,N3_3_N3_3_1,N3_3_S6_4_1,FC_1_C4_0_H1_1_/_1_/_0_0,FC_2_C4_0_/_/_0,FC_3_C4_0_H1_1_H1_1_/_1_1_/_0_0_0,FC_4_N3_0_/_/_0,FC_5_N3_0_H1_1_/_1_/_0_0,FC_6_C4_0_O2_1_/_2_/_0_0,FC_7_C4_0_C4_1_O2_2_O2_2_H1_3_/_1_2_1_1_/_0_0_0_0_0,FC_8_C4_0_O2_1_H1_2_/_1_1_/_0_0_0,FC_9_O2_0_/_/_0,FC_10_C4_0_F1_1_/_1_/_0_0,FC_11_C4_0_Cl1_1_/_1_/_0_0,FC_12_C4_0_O2_1_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_13_C4_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_14_C4_0_N3_1_H1_2_H1_2_/_1_1_1_/_0_0_0_0,FC_15_S2_0_/_/_0,FC_16_N3_0_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_/_0_0_0_0_0,FC_17_S6_0_O2_1_O2_1_/_2_2_/_0_0_0,FC_18_C4_0_H1_1_H1_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,FC_19_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_20_C4_0_H1_1_O2_1_H1_2_/_1_1_1_/_0_0_0_0,FC_21_C4_0_H1_1_C4_1_H1_2_H1_2_H1_2_C4_1_O2_2_O2_2_H1_3_/_1_1_1_1_1_1_2_1_1_/_0_0_0_0_0_0_0_0_0_0,FC_22_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0,FC_23_N3_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_24_N3_0_H1_1_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_25_N3_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_26_C4_0_H1_1_H1_1_C4_1_O2_2_O2_2_H1_3_/_1_1_1_2_1_1_/_0_0_0_0_0_0_0,FC_27_N3_0_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0,FC_28_C4_0_S6_1_O2_2_O2_2_N3_2_H1_3_H1_3_/_1_2_2_1_1_1_/_0_0_0_0_0_0_0,FC_29_C4_0_C4_1_F1_2_F1_2_F1_2_/_1_1_1_1_/_0_0_0_0_0,FC_30_C4_0_N3_1_O2_2_O2_2_/_1_1_2_/_0_1_-1_0,FC_31_C4_0_C4_1_O2_2_N3_2_H1_3_H1_3_/_1_2_1_1_1_/_0_0_0_0_0_0,FC_32_O2_0_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_2_1_1_1_1_/_0_0_0_0_0_0_0,FC_33_C4_0_H1_1_N3_1_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_34_C4_0_H1_1_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_/_1_1_1_1_2_1_1_/_0_0_0_0_0_0_0_0,FC_35_C4_0_Br1_1_/_1_/_0_0,FC_36_C4_0_O2_1_H1_2_C4_1_H1_2_H1_2_H1_2_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_37_C4_0_H1_1_H1_1_N3_1_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_38_C4_0_H1_1_N3_1_O2_2_O2_2_/_1_1_1_2_/_0_0_1_-1_0,FC_39_C4_0_C4_1_H1_2_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_40_N3_0_C4_1_N3_2_H1_3_H1_3_N3_2_H1_3_H1_3_/_2_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_41_C4_0_I1_1_/_1_/_0_0,FC_42_N3_0_S6_1_O2_2_O2_2_N3_2_H1_3_H1_3_/_1_2_2_1_1_1_/_0_0_0_0_0_0_0,FC_43_C4_0_H1_1_H1_1_C4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_2_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_44_C4_0_N3_1_C4_2_H1_3_H1_3_H1_3_/_2_1_1_1_1_/_0_0_0_0_0_0,FC_45_C4_0_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_/_1_1_1_2_1_1_/_0_0_0_0_0_0_0,FC_46_C4_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_C4_1_N3_2_/_1_1_1_1_1_1_1_1_1_1_1_3_/_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_47_C4_0_S4_1_O2_2_C4_2_H1_3_H1_3_H1_3_/_1_2_1_1_1_1_/_0_0_0_0_0_0_0,FC_48_C4_0_H1_1_C4_1_H1_2_Cl1_2_Cl1_2_/_1_1_1_1_1_/_0_0_0_0_0_0,FC_49_C4_0_N3_1_H1_2_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_50_C4_0_H1_1_H1_1_C4_1_C4_2_H1_3_/_1_1_1_3_1_/_0_0_0_0_0_0,FC_51_C4_0_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0,FC_52_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_N3_2_H1_3_H1_3_/_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0,FC_53_C4_0_H1_1_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0,FC_54_C4_0_H1_1_C4_1_H1_2_H1_2_O2_2_H1_3_/_1_1_1_1_1_1_/_0_0_0_0_0_0_0,FC_55_C4_0_H1_1_H1_1_C4_1_H1_2_C4_2_H1_3_H1_3_H1_3_C4_2_H1_3_H1_3_H1_3_/_1_1_1_1_1_1_1_1_1_1_1_1_/_0_0_0_0_0_0_0_0_0_0_0_0_0,FC_56_N3_0_H1_1_C4_1_N3_2_/_1_1_3_/_0_0_0_0,LeafAC_Br1_C4_1,LeafAC_C4_C4_1,LeafAC_C4_C4_2,LeafAC_C4_C4_3,LeafAC_C4_N3_1,LeafAC_C4_O2_1,LeafAC_C4_S4_1,LeafAC_Cl1_C4_1,LeafAC_F1_C4_1,LeafAC_I1_C4_1,LeafAC_N3_C4_1,LeafAC_N3_C4_3,LeafAC_N3_S6_1,LeafAC_O2_C4_1,LeafAC_O2_C4_2,LeafAC_O2_N3_1,LeafAC_O2_N3_2,LeafAC_O2_S4_2,LeafAC_O2_S6_2
2474,0.52,0.25,0.47619,0.0420649,0,0.470588,0.363636,0,0.5,0.444444,0.375,0,0.3,0,0.571429,0.333333,0,0,0,0,0.444444,0,0,0,0,0.111111,0,0,0.714286,0.25,0.222222,0.2,0,0,0,0.4,0,0,0.222222,0.333333,0,0.4,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.363636,0.166667,0.714286,0.25,0.333333,0.333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0
2581,0.44,0.5,0.380952,0.297374,0,0.294118,0.454545,0,0.5,0.222222,0.625,0,0.6,0,0.52381,0.166667,0,0,0,0,0.222222,0.25,0,0,0,0.222222,0,0,0,0.5,0.666667,0.4,0,0,0,0,0,0,0.222222,0.666667,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545455,0.833333,0,0,0.333333,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0.25,0,0,0,0,0,0.166667,0.25,0,0,0,0
2585,0.88,0.75,1,0.161175,0,1,0.545455,0,0,0.944444,0.75,0,0.9,0,1,0.333333,1,0,0,0,0.111111,0,0,0,0,0.222222,0,0,0.857143,0.75,0.333333,1,0,1,0,0,1,0,0.444444,0.333333,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.571429,0,0.666667,0,0,0,1,0,0,0.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.166667,0,0,0,0,0
6024,0.72,0.5,0.571429,0.350246,0,0.470588,0.545455,0,0.5,0.444444,0.625,0,0.3,0,0.52381,0.333333,0.5,1,0,0,0.333333,0,0,0,0,0.555556,0,0,0.142857,0.25,0.444444,0.2,0,0,0,0,0.5,0.666667,0.222222,0.333333,0,0.4,0,0.6,0,1,0,0,0,0,0,0,0,0,0,0.454545,0.333333,0.428571,0.25,0.333333,0.666667,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0.166667,1,0,0,0,0
2725,0.44,0.25,0.428571,0.158663,0,0.529412,0.181818,0,0.5,0.388889,0.375,0,0.6,0,0.571429,0.166667,0,0,0,0,0.222222,0.25,0,0,0.25,0,0,0,0.571429,0.5,0.333333,0.6,0,0,0.333333,0,0,0,0.222222,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818182,0.333333,0.142857,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
2726,0.52,0.5,0.52381,0.222793,0,0.529412,0.363636,0,0.5,0.388889,0.625,0,0.6,0,0.619048,0.166667,0,0.5,0,0,0.222222,0.25,0,0,0.25,0,0,0,0.571429,0.5,0.333333,0.6,0,0,0,0.2,0,0,0.111111,0.333333,0,0,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0.636364,0.666667,0.285714,0.25,0,0,0,0,0,0,0.25,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
2727,0.36,0,0.238095,0.331566,0,0.294118,0.0909091,0.5,0.5,0.277778,0.125,0,0.3,0,0.285714,0.333333,0,0,1,0,0.222222,0.25,0,0,0,0.333333,0,0,0.142857,0.25,0.222222,0.4,0,0.5,0,0,0,0,0,0,0,0.4,0,0,0,0,1,0,0,0,0,0,1,0,0,0.363636,0.166667,0,0,0.666667,0.333333,0,0,0,0,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0.5
667467,0.52,0.5,0.52381,0.233831,0,0.529412,0.363636,0,0.5,0.388889,0.625,0,0.7,0,0.666667,0,0,0.5,0,0,0.222222,0.25,0,0,0.25,0,0,0,0.571429,0.5,0.333333,0.8,0,0,0,0,0,0,0.333333,0.333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.727273,0.833333,0.142857,0,0,0,0,0,0,0,0.25,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0
2733,0.12,0.25,0.142857,0.512082,0,0.176471,0.181818,0,0,0.166667,0.25,0,0.3,0,0.238095,0.166667,0.5,0,0,0,0,0.25,0,0,0,0.111111,0,0,0,0.25,0.333333,0.2,0,0,0,0,0,0,0,0.333333,0,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0.272727,0.333333,0,0,0.333333,0.333333,0,0,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0
2756,0.36,0,0.285714,0.194706,0,0.411765,0.0909091,0,0.5,0.333333,0.125,0,0.2,0,0.238095,0.666667,0,0.5,0,0,0.333333,0,0,0,0.5,0,0,0,0.142857,0,0.111111,0,0,1,0.333333,0,0,0.666667,0,0.333333,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909091,0.166667,0.428571,0.25,0.666667,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.333333,0,0,0.333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2764,0.64,0.75,0.619048,0.215933,0,0.470588,0.636364,0,0,0.5,0.75,0,0.4,0,0.666667,0.5,0,0,0,0,0.111111,0,0.333333,0,0,0.333333,0,0,0.428571,0,0.444444,0.6,0,1,0,0.6,0,0,0.333333,0.333333,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.363636,0.5,0.857143,0.5,0.333333,0.333333,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0.166667,0.5,0,0,0,0
71335,0.72,1,0.666667,0.205512,0,0.352941,0.909091,0,0,0.444444,1,0,0.4,0,0.714286,0.5,0,0,0,0,0.222222,0,0.333333,0,0,0.333333,0,0,0.142857,0,0.888889,0.6,0,0,0,0.6,0,0,0.333333,0.333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.545455,0.5,0.714286,0.5,0,0.333333,0.5,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0.333333,0,0,0,0,0.166667,0.5,0,0,0,0
5195,0.24,0,0.190476,0.0554914,0,0.294118,0.0909091,0,0.5,0.222222,0.125,0,0.3,0,0.333333,0.166667,0,0,0,0,0.444444,0,0,0,0,0,0,0,0.285714,0.5,0.333333,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.454545,0.166667,0.142857,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.333333,0,1,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2995,0.48,0.5,0.571429,0.0816207,0,0.647059,0.272727,0,0.5,0.444444,0.625,0,0.6,0,0.714286,0.166667,0,0,0,0,0.111111,0,0,0,0.25,0,0,0,1,0.5,0.222222,0.8,0,0,0,0.2,0,0,0.222222,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.727273,0.666667,0.571429,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3019,0.24,0.25,0.190476,0.484145,0,0.176471,0.181818,0.5,0,0.222222,0.25,0,0.4,0,0.238095,0.333333,0,0,1,0,0.111111,0.25,0,0,0,0.222222,0,0,0,0.25,0.333333,0.2,0,0,0,0,0,0,0,0.333333,0,0.4,0.5,0,0,0,1,0,0,0,0,0,1,0,0,0.272727,0.333333,0,0.25,0.333333,0,0,0,0,0,0.25,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.5
3033,0.44,0.25,0.380952,0.387688,0,0.411765,0.272727,0,0.5,0.333333,0.375,0,0.6,0,0.52381,0.166667,0,0,0,0,0.111111,0.5,0,0,0,0.222222,0,0,0.428571,0.5,0.222222,0.6,0,0,0,0,0,0,0.222222,0.333333,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636364,0.5,0,0,0.333333,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.166667,0.25,0,0,0,0
56206,0.84,0.75,0.761905,0.253386,0,0.529412,0.818182,0,0,0.666667,0.75,0,0.7,0,0.809524,0.5,0,0,0,0,0.222222,0,0.666667,0,0,0.333333,0,0,0.428571,0.25,0.444444,1,0,0,0,1,0,0,0.333333,0.333333,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.636364,0.666667,0.571429,0.5,0,0.333333,0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0.666667,0,0,0,0,0.166667,0.5,0,0,0,0
39186,0.84,0.5,0.666667,0.185238,0,0.588235,0.545455,0,1,0.444444,0.75,0,0.6,0,0.714286,0.166667,0.5,0.5,0,0,0.555556,0,0,0,0.25,0.333333,0,0,0.571429,0.5,0.222222,0.8,0,0,0,0.2,0,0,0.444444,0,0,0,0,0.4,0.5,1,0,0,0,0,0,0,0,0,0,0.909091,0.5,0.142857,0.25,0,0.333333,0,0,0,0,0,0.25,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0.666667,0.25,0,0,0,0,0,0,0,0,0.5,0,0,0,0
3100,0.44,0.25,0.47619,0.0852368,0,0.647059,0.0909091,0,0.5,0.444444,0.375,0,0.6,0,0.619048,0,0.5,0,0,0,0.222222,0,0,0,0.25,0,0,0,0.714286,1,0.222222,0.4,0,0,0,0,0.5,0,0.222222,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0.333333,0.142857,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,0.44,0.5,0.52381,0.237463,0,0.588235,0.181818,0.5,0,0.555556,0.25,1,0.6,0,0.619048,0.333333,0,0,0,0,0,0,0,0,0,0.222222,0,0,0.571429,1,0.222222,0.4,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0.909091,0.5,0,0,0.666667,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
71188,0.72,0.75,0.619048,0.181064,0,0.411765,0.727273,0,0,0.5,0.75,0,0.4,0,0.666667,0.5,0,0,0,0,0.333333,0,0.333333,0,0,0.333333,0,0,0.428571,0,0.444444,0.6,0,0,0,1,0,0,0.333333,0.333333,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.363636,0.5,0.857143,0.5,0,0.333333,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0.333333,0,0,0,0,0.166667,0.5,0,0,0,0
5702160,0.48,0,0.285714,0.367603,0,0.411765,0.0909091,0,1,0.222222,0.25,0,0.3,0,0.238095,0.5,0,1,0,0,0.111111,0,0,0,1,0.222222,0,1,0.142857,0,0.222222,0.2,0,0,0,0,0,1,0,0,0,0.4,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0.0909091,0.333333,0.428571,0.25,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.5
3342,0.4,0.25,0.380952,0.188296,0,0.470588,0.181818,0,0.5,0.333333,0.375,0,0.6,0,0.52381,0,0.5,0,0,0,0.222222,0,0,0,0,0.222222,0,0,0.428571,0.75,0.333333,0.6,0,0,0,0,0,0,0.111111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.818182,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0.166667,0.25,0,0,0,0
3371,0.48,0.25,0.333333,0.344873,0,0.411765,0.181818,0,0,0.388889,0.25,0,0.6,0,0.47619,0.166667,0,0,0,0,0.222222,0,1,0,0,0.222222,0,0,0.428571,0.5,0.222222,0.8,0,0,0,0,0,0,0.111111,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727273,0.333333,0,0,0.333333,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.166667,0.25,0,0,0,0
3374,0.44,0.5,0.333333,0.262659,0,0.176471,0.545455,0,0,0.277778,0.5,0,0.4,0,0.47619,0.166667,0,0,0,0,0.222222,0,0.333333,0,0,0.333333,0,0,0.142857,0,0.444444,0.6,0,0,0,0.2,0,0,0.333333,0.333333,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.272727,0.5,0.285714,0.25,0,0.333333,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0.333333,0,0,0,0,0.166667,0.5,0,0,0,0
3394,0.4,0.25,0.333333,0.215067,0,0.352941,0.272727,0,0.5,0.277778,0.375,0,0.6,0,0.52381,0,0,0,0,0,0.222222,0,0.333333,0,0,0.222222,0,0,0.285714,0.75,0.444444,0.4,0,0,0,0,0,0,0.222222,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727273,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0.333333,0,0,0,0,0.166667,0.25,0,0,0,0
3478,0.92,0.5,0.952381,0.197835,0,0.941176,0.454545,0.5,0,1,0.5,0,0.6,0,0.857143,0.833333,0,0,1,0,0.111111,0,0,0,0,0.444444,0,0,0.857143,0.25,0.666667,0.6,0,1,0.333333,0,0,0,0.111111,0,0,1,0.5,0,0,0,1,0,0,0,0,0,1,0,0,0.636364,0.5,1,0.5,1,0.666667,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5
135398634,0.12,0.25,0.142857,0.35102,0,0.176471,0.181818,0,0,0.166667,0.25,0,0.3,0,0.142857,0.666667,0,0,0,0,0,0,0,0,0.25,0.111111,0,0,0,0,0,0,0,0.5,0.333333,0,0,0,0.111111,0.333333,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.0909091,0.333333,0,0.5,0.666667,0.333333,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0.25,0,0,0,0
